paper_id,pmid,doi,title,import_status,match_method,match_score,source_filename,staged_pdf_path,notes
pmid-42341421,42341421,10.1016/j.bbrc.2026.154189,Functional characterization of PIK3CA E545A mutation in MCF-7 breast cancer cells reveals enhanced proliferation and resistance to Alpelisib.,staged,doi_fragment_text,0.820,764.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 42341421.pdf,Pre-14:18 PDF moved into workflow store as PMID 42341421.pdf.
pmid-42312509,42312509,10.2174/0113816128473617260609100900,Glycycoumarin Induces G2/M Cell Cycle Arrest and Apoptosis in Non-Small-Cell Lung Cancer Cells via Suppressing the PI3K/AKT/mTOR/HIF-1α Pathway.,staged,doi_fragment_text,0.950,BMS-CPD-2025-1562.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 42312509.pdf,Pre-14:18 PDF moved into workflow store as PMID 42312509.pdf.
pmid-42237450,42237450,10.1002/ijc.70545,Landscape of Chinese Lung Cancer Patients With Compound Mutations and Acquired Resistance Alterations: A Retrospective Study.,staged,title_text_overlap,0.667,1-s2.0-S1556086417304264-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 42237450.pdf,Pre-14:18 PDF moved into workflow store as PMID 42237450.pdf.
pmid-42127863,42127863,10.1016/j.oraloncology.2026.108004,Efficacy of buparlisib according to PIK3CA mutation status in recurrent or metastatic head and neck squamous cell carcinoma: A multicenter phase II trial.,staged,doi_fragment_text,0.820,827.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 42127863.pdf,Pre-14:18 PDF moved into workflow store as PMID 42127863.pdf.
pmid-42099435,42099435,10.64898/2026.04.24.720709,Insulin receptor substrate 2 (IRS2) confers resistance to PI3K pathway inhibition in PIK3CA mutant breast cancer.,staged,doi_fragment_text,0.820,6598.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 42099435.pdf,Pre-14:18 PDF moved into workflow store as PMID 42099435.pdf.
pmid-41932195,41932195,10.1016/j.compbiolchem.2026.109028,Synergistic action of Yinyanghuo A and Magnograndiolide against ovarian cancer: A computational prediction of targets and mechanism via network pharmacology and molecular simulations.,staged,doi_fragment_text,0.820,oncolo_22_7_834.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 41932195.pdf,Pre-14:18 PDF moved into workflow store as PMID 41932195.pdf.
pmid-41756964,41756964,10.64898/2026.02.16.706009,Targeting FGFR signaling overcomes therapeutic resistance and immune evasion in oncogenic PIK3CA-driven serous-like endometrial cancer.,staged,doi_fragment_text,0.820,oncolo_26_4_290.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 41756964.pdf,Pre-14:18 PDF moved into workflow store as PMID 41756964.pdf.
pmid-41690534,41690534,10.1016/j.critrevonc.2026.105207,Beyond EGFR inhibition in head and neck squamous cell carcinoma: Overcoming resistance mechanisms and novel therapeutic frontiers.,staged,doi_fragment_text,0.950,1-s2.0-S1040842821001220-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 41690534.pdf,Pre-14:18 PDF moved into workflow store as PMID 41690534.pdf.
pmid-41435752,41435752,10.1016/j.ejca.2025.116194,PIK3CA mutations and first-line outcomes in endocrine-resistant HR+/HER2- metastatic breast cancer: A multicentric real-world study.,staged,doi_fragment_text,0.820,1-s2.0-S0959804921004263-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 41435752.pdf,Pre-14:18 PDF moved into workflow store as PMID 41435752.pdf.
pmid-40382983,40382983,10.1016/j.drup.2025.101251,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,staged,doi_fragment_text,0.820,CMC-32-10-01.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 40382983.pdf,Pre-14:18 PDF moved into workflow store as PMID 40382983.pdf.
pmid-40339228,40339228,10.1016/j.biopha.2025.118147,Berberine promotes apoptosis and inhibits the migration of oral squamous carcinoma cells through inhibition of the RAGE/PI3K/AKT/mTOR pathway.,staged,doi_fragment_text,0.820,1-s2.0-S0304383515000580-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 40339228.pdf,Pre-14:18 PDF moved into workflow store as PMID 40339228.pdf.
pmid-40295072,40295072,10.21873/anticanres.17567,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,staged,title_text_overlap,0.727,1-s2.0-S0024320517303764-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 40295072.pdf,Pre-14:18 PDF moved into workflow store as PMID 40295072.pdf.
pmid-40049296,40049296,10.1016/j.bcp.2025.116850,Strategic advancements in targeting the PI3K/AKT/mTOR pathway for Breast cancer therapy.,staged,title_text_overlap,0.750,ajcr0011-5155.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 40049296.pdf,Pre-14:18 PDF moved into workflow store as PMID 40049296.pdf.
pmid-40020984,40020984,10.1016/j.ejphar.2025.177432,Targeting PI3K in cancer treatment: A comprehensive review with insights from clinical outcomes.,staged,title_text_overlap,0.778,0006C.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 40020984.pdf,Pre-14:18 PDF moved into workflow store as PMID 40020984.pdf.
pmid-39313156,39313156,10.1016/j.annonc.2024.09.010,"Acquired gene alterations in patients treated with ribociclib plus endocrine therapy or endocrine therapy alone using baseline and end-of-treatment circulating tumor DNA samples in the MONALEESA-2, -3, and -7 trials.",staged,doi_fragment_text,0.820,1-s2.0-S0006295219304289-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 39313156.pdf,Pre-14:18 PDF moved into workflow store as PMID 39313156.pdf.
pmid-39171586,39171586,10.2174/0109298673327425240815065221,A Perspective of PI3K/AKT/mTOR Pathway Inhibitors to Overcome Drug-resistance in Breast Cancer Therapy.,staged,title_text_overlap,0.667,644.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 39171586.pdf,Pre-14:18 PDF moved into workflow store as PMID 39171586.pdf.
pmid-39128978,39128978,10.1002/ijc.35126,Genomic alterations associated with resistance and circulating tumor DNA dynamics for early detection of progression on CDK4/6 inhibitor in advanced breast cancer.,staged,title_text_overlap,0.562,ajtr0011-6055.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 39128978.pdf,Pre-14:18 PDF moved into workflow store as PMID 39128978.pdf.
pmid-38531793,38531793,10.24976/Discov.Med.202436182.49,Characterizing the Efficacy and Safety of Chemotherapy Plus Everolimus in HER2-Negative Metastatic Breast Cancer Harboring Altered PI3K/AKT/mTOR.,staged,doi_fragment_text,0.820,ajcr0005-0001.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 38531793.pdf,Pre-14:18 PDF moved into workflow store as PMID 38531793.pdf.
pmid-38432445,38432445,10.1016/j.phrs.2024.107123,PIK3CA mutation as an acquired resistance driver to EGFR-TKIs in non-small cell lung cancer: Clinical challenges and opportunities.,staged,title_text_overlap,0.769,1-s2.0-S0169500213001256-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 38432445.pdf,Pre-14:18 PDF moved into workflow store as PMID 38432445.pdf.
pmid-37927802,37927802,10.21873/cdp.10264,"An Overview of Renal Cell Carcinoma Hallmarks, Drug Resistance, and Adjuvant Therapies.",staged,title_text_overlap,0.667,20-5-1267.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 37927802.pdf,Pre-14:18 PDF moved into workflow store as PMID 37927802.pdf.
pmid-37000353,37000353,10.1007/s12010-023-04424-x,Targeted Inhibition of Hsp90 in Combination with Metformin Modulates Programmed Cell Death Pathways in A549 Lung Cancer Cells.,staged,title_text_overlap,0.643,1-s2.0-S0302283817300374-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 37000353.pdf,Pre-14:18 PDF moved into workflow store as PMID 37000353.pdf.
pmid-36069292,36069292,10.1002/cncr.34451,Efficacy and potential resistance mechanisms of afatinib in advanced non-small cell lung cancer patients with EGFR G719X/L861Q/S768I.,staged,title_text_overlap,0.769,1-s2.0-S0169500215300040-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 36069292.pdf,Pre-14:18 PDF moved into workflow store as PMID 36069292.pdf.
pmid-34986950,34986950,10.1691/ph.2021.1820,Recent clinical advances in PI3K inhibitors on colorectal cancer.,staged,doi_fragment_text,0.820,1-s2.0-S2210776221001800-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 34986950.pdf,Pre-14:18 PDF moved into workflow store as PMID 34986950.pdf.
pmid-34765318,34765318,,Chemoresistance in breast cancer: PI3K/Akt pathway inhibitors vs the current chemotherapy.,staged,title_text_overlap,0.750,1-s2.0-S0006291X14017665-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 34765318.pdf,Pre-14:18 PDF moved into workflow store as PMID 34765318.pdf.
pmid-34392186,34392186,10.1016/j.ejca.2021.06.043,Resistance profiles of anaplastic lymphoma kinase tyrosine kinase inhibitors in advanced non-small-cell lung cancer: a multicenter study using targeted next-generation sequencing.,staged,doi_fragment_text,0.820,ajcr0011-2867.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 34392186.pdf,Pre-14:18 PDF moved into workflow store as PMID 34392186.pdf.
pmid-34157597,34157597,10.1016/j.cancergen.2021.06.001,Molecular follow-up of first-line treatment by osimertinib in lung cancer: Importance of using appropriate tools for detecting EGFR resistance mutation C797S.,staged,doi_fragment_text,0.950,onco12381.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 34157597.pdf,Pre-14:18 PDF moved into workflow store as PMID 34157597.pdf.
pmid-33865994,33865994,10.1016/j.critrevonc.2021.103334,PI3K inhibition in breast cancer: Identifying and overcoming different flavors of resistance.,staged,title_text_overlap,0.667,pnas.201108237.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 33865994.pdf,Pre-14:18 PDF moved into workflow store as PMID 33865994.pdf.
pmid-33794206,33794206,10.1016/S1470-2045(21)00034-6,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",staged,title_text_overlap,0.650,1-s2.0-S0923753420397982-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 33794206.pdf,Pre-14:18 PDF moved into workflow store as PMID 33794206.pdf.
pmid-33723394,33723394,10.1038/s41416-021-01293-1,PI3K activation promotes resistance to eribulin in HER2-negative breast cancer.,staged,title_text_overlap,0.750,pnas.201303204.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 33723394.pdf,Pre-14:18 PDF moved into workflow store as PMID 33723394.pdf.
pmid-33622114,33622114,10.1080/14656566.2021.1873952,"Alpelisib for the treatment of PIK3CA-mutated, hormone receptor-positive, HER2-negative metastatic breast cancer.",staged,title_text_overlap,0.778,1-s2.0-S1526820919306597-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 33622114.pdf,Pre-14:18 PDF moved into workflow store as PMID 33622114.pdf.
pmid-33296125,33296125,10.1002/onco.13631,"Phase I Study of Afatinib and Selumetinib in Patients with KRAS-Mutated Colorectal, Non-Small Cell Lung, and Pancreatic Cancer.",staged,doi_fragment_text,0.820,1-s2.0-S0898656811003111-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 33296125.pdf,Pre-14:18 PDF moved into workflow store as PMID 33296125.pdf.
pmid-32416251,32416251,10.1016/j.annonc.2020.05.001,Time course and management of key adverse events during the randomized phase III SOLAR-1 study of PI3K inhibitor alpelisib plus fulvestrant in patients with HR-positive advanced breast cancer.,staged,doi_fragment_text,0.820,jcemE829.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 32416251.pdf,Pre-14:18 PDF moved into workflow store as PMID 32416251.pdf.
pmid-31785230,31785230,10.1016/j.bcp.2019.113729,PI3K/AKT/mTOR signaling as a molecular target in head and neck cancer.,staged,title_text_overlap,0.714,1-s2.0-S0944711314003924-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 31785230.pdf,Pre-14:18 PDF moved into workflow store as PMID 31785230.pdf.
pmid-31632573,31632573,,PIK3CA mutations contribute to fulvestrant resistance in ER-positive breast cancer.,staged,title_text_overlap,0.750,ol-15-05-6655.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 31632573.pdf,Pre-14:18 PDF moved into workflow store as PMID 31632573.pdf.
pmid-31439579,31439579,10.1158/1078-0432.CCR-19-0508,"POSEIDON Trial Phase 1b Results: Safety, Efficacy and Circulating Tumor DNA Response of the Beta Isoform-Sparing PI3K Inhibitor Taselisib (GDC-0032) Combined with Tamoxifen in Hormone Receptor Positive Metastatic Breast Cancer Patients.",staged,doi_fragment_text,0.820,5749.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 31439579.pdf,Pre-14:18 PDF moved into workflow store as PMID 31439579.pdf.
pmid-29616128,29616128,10.3892/ol.2018.8129,EGFR-TKI resistance and MAP17 are associated with cancer stem cell like properties.,staged,title_text_overlap,0.600,1-s2.0-S2212492614000554-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 29616128.pdf,Pre-14:18 PDF moved into workflow store as PMID 29616128.pdf.
pmid-29581176,29581176,10.1158/2159-8290.CD-17-0867,Identification of Pik3ca Mutation as a Genetic Driver of Prostate Cancer That Cooperates with Pten Loss to Accelerate Progression and Castration-Resistant Growth.,staged,title_text_overlap,0.600,1-s2.0-S0039128X11000638-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 29581176.pdf,Pre-14:18 PDF moved into workflow store as PMID 29581176.pdf.
pmid-29386312,29386312,10.1634/theoncologist.2017-0342,Tumor Mutational Burden Guides Therapy in a Treatment Refractory POLE-Mutant Uterine Carcinosarcoma.,staged,doi_fragment_filename,0.850,1-s2.0-S0031302516403429-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 29386312.pdf,Pre-14:18 PDF moved into workflow store as PMID 29386312.pdf.
pmid-28576746,28576746,10.1016/j.jtho.2017.05.018,A Higher Proportion of the EGFR T790M Mutation May Contribute to the Better Survival of Patients with Exon 19 Deletions Compared with Those with L858R.,staged,doi_fragment_text,0.820,1-s2.0-S1556086415333840-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 28576746.pdf,Pre-14:18 PDF moved into workflow store as PMID 28576746.pdf.
pmid-28219202,28219202,10.3760/cma.j.issn.0253-3766.2017.02.004,[Precision treatment after resistance to first-generation EGFR-TKI in patients with non-small cell lung cancer].,staged,title_text_overlap,0.636,1-s2.0-S0169500215000847-main.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 28219202.pdf,Pre-14:18 PDF moved into workflow store as PMID 28219202.pdf.
pmid-27965317,27965317,10.1158/0008-5472.CAN-16-1578,Cell-Specific Computational Modeling of the PIM Pathway in Acute Myeloid Leukemia.,staged,doi_fragment_text,0.820,CAS-103-1955.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 27965317.pdf,Pre-14:18 PDF moved into workflow store as PMID 27965317.pdf.
pmid-26224873,26224873,10.1158/1078-0432.CCR-14-3081,Tankyrase Inhibition Blocks Wnt/β-Catenin Pathway and Reverts Resistance to PI3K and AKT Inhibitors in the Treatment of Colorectal Cancer.,staged,doi_fragment_text,0.820,4153.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 26224873.pdf,Pre-14:18 PDF moved into workflow store as PMID 26224873.pdf.
pmid-25636880,25636880,10.1016/j.phymed.2014.11.011,Pharmacogenomic and molecular docking studies on the cytotoxicity of the natural steroid wortmannin against multidrug-resistant tumor cells.,staged,doi_fragment_text,0.820,bph0171-3255.pdf,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agent_LiteratureDueDiligence/runs/pi3k_alpha_inhibition_resistance_review_20260830/Phase1_PubmedCollection/passes/pass_002/artifacts/fulltext_import/PDF/PMID 25636880.pdf,Pre-14:18 PDF moved into workflow store as PMID 25636880.pdf.
